StationID	Date	Hour	Observation	GSM0p50	GFS	IFS
48947	2017070412	12	2	2.7	1	4.1
48947	2017070512	12	0	3.4	0.5	4.3
48947	2017070712	12	71	17.2	1.5	13.1
48947	2017070812	12	25	3.9	4.8	4.5
48947	2017071012	12	0	1.7	19.5	3.6
48947	2017071112	12	5	18.4	6.9	13.9
48947	2017071312	12	3	1.6	2.8	6.9
48947	2017071512	12	36	10.4	12.5	20.3
48947	2017071612	12	15	21.5	8.7	20.5
48947	2017072312	12	4	8.7	9.2	10.9
48947	2017072712	12	34	26.3	8.5	11.2
48947	2017072912	12	61	5.9	27.6	2.4
48947	2017073112	12	2	0.9	12.4	8.7
48947	2017080212	12	0	0	2.4	0.6
48947	2017080312	12	0	1.3	0	8.9
48947	2017080412	12	0	7.2	14.6	7.7
48947	2017080512	12	35	11.7	2.5	7.2
48947	2017080712	12	0	0.7	5.9	0.7
48947	2017081012	12	1	0.3	0.1	5.3
48947	2017081112	12	0	0.4	3	1.3
48947	2017081612	12	11	5.3	18.5	5
48947	2017081812	12	0	17.1	18.8	11.4
48947	2017081912	12	4	20.5	24.7	3.3
48947	2017082012	12	30	14.3	0.1	7.7
48947	2017082112	12	4	7.4	4.3	4
48947	2017082212	12	0	0.5	0	1.1
48947	2017082312	12	0	1.4	3.4	2.5
48947	2017082412	12	7	0.2	7	2.4
48947	2017082512	12	0	0.6	0.6	6.2
48947	2017082612	12	30	15.2	8.1	11.7
48947	2017082712	12	21	22.2	8.8	13.3
48947	2017083012	12	0	1.4	7.2	16.8
48947	2017083112	12	0	1.8	11.9	7.2
48947	2017090212	12	61	9.3	21.9	9.8
48947	2017090312	12	0	7	19.8	5.3
48947	2017090512	12	0	9.6	7.8	7.4
48947	2017090612	12	3	2.6	13.8	10.1
48947	2017090712	12	29	6.4	18.8	5.3
48947	2017090812	12	0	4.5	2.4	7.6
48947	2017091512	12	68	11	7.2	3.2
48947	2017092012	12	44	4.4	9	2.4
48947	2017092112	12	0	5.5	3.8	3.7
48947	2017092212	12	0	3.9	4.3	2.4
48947	2017092312	12	3	16.6	6.1	4.3
48947	2017092412	12	47	17.2	6	12.9
48947	2017092812	12	2	10.6	2.5	2.6
48947	2017093012	12	0	17.3	8	10.5
48947	2017100212	12	0	9.3	17.7	10.4
48947	2017100312	12	0	15.8	3	11.5
48947	2017100412	12	19	27.5	12.2	11.1
48947	2017100612	12	0	8.2	7.5	5.2
48947	2017100812	12	0	2.9	1.3	2.1
48947	2017101212	12	12	10.4	2	6.3
48947	2017101312	12	0	0.6	0	0.5
48947	2017101712	12	0	1.3	0	0.1
48947	2017102112	12	0	0	0	0.4
48947	2017102912	12	0	0	0	0
48947	2017103012	12	0	0	0	0
48947	2017110712	12	0	0	0	0.8
48947	2017120812	12	0	0	0	0
48947	2017121312	12	0	0	0	1
48947	2017121612	12	0	0.2	0	0
48947	2017121912	12	0	0	0	0
48940	2017070412	12	35	6.3	5.7	5.8
48940	2017070512	12	0	0.3	6.8	20.9
48940	2017070812	12	5	31.2	2.6	15.7
48940	2017070912	12	0.9	27	9.4	4.7
48940	2017071012	12	0	18	9.8	0.4
48940	2017071212	12	1.2	8.1	3.5	16.7
48940	2017071312	12	5	27.4	4.6	8.9
48940	2017071412	12	8	30.6	26	17.8
48940	2017071512	12	28	24.9	3.5	31.8
48940	2017071612	12	3	18.9	6.7	19.1
48940	2017071912	12	0.5	11.6	4.7	16.7
48940	2017072012	12	11.5	29.1	11.7	3.9
48940	2017072312	12	0.2	19.5	13.3	17.1
48940	2017072412	12	0.8	22	11.9	4.4
48940	2017072512	12	4	21.4	17.3	12.1
48940	2017073112	12	0	3.6	5.2	6.4
48940	2017080112	12	0	8.2	2.1	2.3
48940	2017080212	12	0.3	4.6	8.9	1.8
48940	2017080412	12	0.1	23.4	42.5	15.2
48940	2017080712	12	1.2	6.6	5.2	1
48940	2017080812	12	0	5.7	3	0.4
48940	2017080912	12	15	5.7	0	0.2
48940	2017081012	12	0	4.1	0	0.2
48940	2017081112	12	0	7.8	0.1	0.8
48940	2017081412	12	0	6.1	1	2
48940	2017081512	12	2	29.5	3.4	12.6
48940	2017081712	12	55	7.6	2.3	14.2
48940	2017081812	12	18	1.1	2.4	6.1
48940	2017081912	12	4	12.6	26.5	11.6
48940	2017082212	12	0	3.1	5.8	9.6
48940	2017082312	12	0	0	0.1	0.3
48940	2017082512	12	1	11.9	24.6	7.6
48940	2017082612	12	10	4.2	0.5	13
48940	2017083012	12	10	19.8	22	21.1
48940	2017083112	12	16	15.4	21.3	14.8
48940	2017090112	12	6	2.8	25.5	20.2
48940	2017090212	12	0	11.3	13.6	10.6
48940	2017090312	12	0	12.4	16	12.1
48940	2017090412	12	3	17	15.5	14.6
48940	2017090512	12	3.5	20.3	11.5	8.5
48940	2017090612	12	5	23.9	18.7	17.2
48940	2017090712	12	0.5	20.3	18.4	14.2
48940	2017091012	12	5	4	0	6.5
48940	2017091312	12	2	6.3	0	1.9
48940	2017091412	12	0.8	15	0.6	3.1
48940	2017091512	12	3	11.3	1.2	5.4
48940	2017091812	12	7	5.8	4.4	3.2
48940	2017092012	12	0	0.9	2.9	2.6
48940	2017092112	12	4.9	10.6	9.3	13.3
48940	2017092212	12	26	6.7	16.4	12.5
48940	2017092312	12	3	7.6	15.3	8.4
48940	2017092812	12	0	6.9	9.2	1.3
48940	2017093012	12	0	16.2	16.6	10.4
48940	2017100312	12	1.3	12.9	20.2	3.9
48940	2017100412	12	25	18.1	20	9.5
48940	2017100712	12	11	5.9	11.1	5.2
48940	2017100812	12	0	5.4	4.3	3.3
48940	2017101312	12	0	8.8	3.6	9
48940	2017101612	12	10	2.6	11.6	3.1
48940	2017101712	12	9	1.1	11.8	4.3
48940	2017102112	12	0	1	8.4	8.8
48940	2017102212	12	0.4	0.9	13.5	5.6
48940	2017102312	12	0	0.6	12.3	2.6
48940	2017102912	12	0	0	0	0.3
48940	2017103012	12	0	0	0	0
48940	2017110612	12	0.2	7	0	1.3
48940	2017120812	12	0	0	0	0
48940	2017121312	12	0	0	0	0.8
48940	2017121912	12	0	0	0	0
48894	2017070412	12	0	2.2	6.3	6.8
48894	2017070512	12	5	8.8	4.6	8.1
48894	2017070612	12	0	7.4	6.5	10
48894	2017070712	12	2	7.1	1.4	15.2
48894	2017070812	12	0	1.3	6.6	8.7
48894	2017070912	12	0	0.3	4.4	13
48894	2017071012	12	4	6	1.6	10.1
48894	2017071112	12	0.5	12.3	6.6	15.8
48894	2017071312	12	0	8.3	17.2	19
48894	2017071412	12	0.2	15.5	8	4.9
48894	2017071512	12	0	2.1	3.6	7.3
48894	2017071612	12	6	6.6	3.5	15.5
48894	2017071712	12	14	0.1	2.9	4.5
48894	2017071812	12	16	2	2.1	15.6
48894	2017072012	12	27	10.1	9.8	29.6
48894	2017072112	12	7	10.8	9.4	15.9
48894	2017072212	12	2	3.6	4.2	5.5
48894	2017072312	12	0	4.1	5.9	0.3
48894	2017072412	12	2	9.1	6.9	12.8
48894	2017072512	12	3	15.4	14.7	19.4
48894	2017072612	12	5	6.9	9.4	9.2
48894	2017072812	12	0	8.5	10	4
48894	2017072912	12	2	10.1	7.8	5.4
48894	2017073012	12	0.7	5.6	6	7.2
48894	2017073112	12	2	3.8	15.9	8.5
48894	2017080112	12	2	4	10.4	7.4
48894	2017080212	12	4	4	18	8.9
48894	2017080312	12	8	6.4	16.7	16.1
48894	2017080412	12	9	9.2	13.6	23.7
48894	2017080512	12	26	6.6	19.7	2.9
48894	2017080712	12	0	0.2	0.4	8.2
48894	2017080812	12	0	0.9	5.3	2.2
48894	2017080912	12	0.2	0.9	10.4	10.1
48894	2017081012	12	13	0.5	4.9	2.6
48894	2017081112	12	9	1.9	10.8	4.6
48894	2017081212	12	0	7.2	11.4	5.9
48894	2017081312	12	0.7	8.9	10.3	5.7
48894	2017081512	12	3	7.2	19.6	10.9
48894	2017081612	12	1	9.4	15.5	7.9
48894	2017081712	12	0	10.6	9.9	3.3
48894	2017081812	12	7	9.8	11.3	13.3
48894	2017081912	12	2	8	12.5	24.5
48894	2017082012	12	0	7.2	21.3	6.2
48894	2017082112	12	0	7.5	25	10.3
48894	2017082212	12	5	19	11.5	14.9
48894	2017082312	12	21	16.8	19.4	18.8
48894	2017082412	12	0	3.5	10.8	12.6
48894	2017082512	12	0	10.1	16.2	6.6
48894	2017082712	12	29	13.3	29.2	14.9
48894	2017082812	12	0	3.2	14.9	13.2
48894	2017082912	12	0	1.1	12.6	3.1
48894	2017083012	12	0	0.5	1.8	4.3
48894	2017083112	12	0	0.9	0	10.9
48894	2017090112	12	37	10.9	10.7	12.4
48894	2017090212	12	0.3	0.7	2.9	0.6
48894	2017090312	12	0	4	14.6	0.8
48894	2017090412	12	0	2.2	10.4	5.5
48894	2017090512	12	0	2	4.1	7.7
48894	2017090612	12	0	1.6	9.9	3.8
48894	2017090712	12	0	0.9	10.3	0.1
48894	2017090812	12	0	0.7	0.4	3.7
48894	2017090912	12	0	1.3	6.4	9
48894	2017091012	12	0	5.9	1.5	3.4
48894	2017091112	12	19	7.5	4.7	4.1
48894	2017091212	12	0	3.9	15.8	4.8
48894	2017091312	12	0	9.5	3	7.5
48894	2017091412	12	75	21	16.1	5.6
48894	2017091512	12	0	5.7	10.1	12.5
48894	2017091612	12	14	6.5	14.9	6.4
48894	2017091712	12	0	2	5.3	9.1
